idx,Arab,Gender,Age,Religion,Religiosity,pop_w,Area,FamilyStatus,Profession,Bornplace,Immigration1990,ImmigrationYear,FamilyNumber,Income,Education,VoteTend,Vote19,Vote19Other,VoteSure,c_Likud,c_Lavan,c_Avoda,c_NYamin,c_Meretz,c_UYamin,c_Liberman,c_Kahlon,c_Gesher,c_Gimel,c_Shas,c_Hadash,c_Balad,c_Zehut,c_Other,c_Other_txt,Friends,g_Likud,g_Lavan,g_Avoda,g_NYamin,g_Meretz,g_UYamin,g_Liberman,g_Kahlon,g_Gesher,g_Gimel,g_Shas,g_Hadash,g_Balad,g_Zehut,g_Other,g_Other_txt,VoteSecurity,VoteEconomic,VoteSocial,VoteClean,VoteDecent,VoteReligious,VoteTradition,Transp,Vote15,TwoStateCon,TwoStateFor,TwoStateAgainst,TwoStateComb
751,0,Woman,64,Jewish,Secular,0.871188986,Haifa,Married,Retiree,Israel,,,2,SlightAboveAvg,AcademicHigh,1,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",2,3,1,4,6,5,7,4,Avoda,1,1,,1
752,0,Man,48,Jewish,TradRelig,1.369131627,South,Widowed,Full,Israel,,,4,WellBelowAvg,Matriculation,3,Float,"",,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,"",2,3,1,6,5,4,7,2,No,2,,4,4
753,0,Man,41,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,5,Decline,AcademicFirst,1,Avoda,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",4,2,1,3,5,7,6,5,Avoda,1,1,,1
754,0,Man,29,Jewish,Religious,0.778403312,Sharon,Single,Full,Israel,,,4,Decline,AcademicFirst,1,UYamin,"",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,5,4,3,6,2,7,4,Bait,2,,5,5
755,0,Woman,67,Jewish,Secular,0.871188986,South,Widowed,Unemployed,Israel,,,1,,Matriculation,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,הליכוד בלי ביבי,1,4,3,2,6,5,7,5,Avoda,2,,2,2
756,0,Woman,55,Jewish,Religious,0.778403312,TelAviv,Married,Full,Abroad,Before1990,,3,WellAboveAvg,AcademicFirst,1,Float,"",,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",2,1,3,7,5,4,6,3,Likud,2,,4,4
757,0,Woman,53,Jewish,Secular,0.871188986,Haifa,Married,Full,Israel,,,5,Decline,Tertiary,1,Float,"",,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"",2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,"",5,2,1,3,4,6,7,3,Lapid,1,1,,1
758,0,Woman,64,Jewish,Secular,0.871188986,Haifa,Married,Retiree,Abroad,Before1990,,2,WellBelowAvg,Tertiary,1,Meretz,"",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",5,2,1,6,3,4,7,5,Meretz,1,1,,1
759,0,Woman,51,Jewish,TradRelig,1.369131627,South,Divorced,Full,Israel,,,2,WellBelowAvg,Matriculation,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"",2,1,3,4,7,5,6,1,Likud,1,5,,5
760,0,Woman,62,Jewish,Traditional,1.062425593,TelAviv,Married,Partial,Abroad,Before1990,,2,Decline,HighSchool,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"",4,,,3,2,,1,4,Likud,2,,5,5
761,0,Man,54,Jewish,Secular,0.871188986,Haifa,Divorced,Full,Israel,,,1,,AcademicFirst,1,Lavan,"",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",5,3,2,6,4,1,7,3,Avoda,1,1,,1
762,0,Man,56,Jewish,Religious,0.778403312,Jerusalem,Married,Full,Abroad,Other,,6,Decline,Tertiary,1,Zehut,"",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"",3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"",2,4,3,5,6,1,7,4,Yachad,1,4,,4
763,0,Man,47,Jewish,Traditional,1.062425593,Haifa,Married,Full,Israel,,,6,LikeAvg,AcademicFirst,2,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"",3,2,1,4,,,5,3,Kahlon,2,,5,5
764,0,Woman,52,Jewish,Secular,0.871188986,South,Divorced,Full,Israel,,,3,Decline,Tertiary,1,Kahlon,"",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"",2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,"",3,2,1,5,6,4,7,4,Lapid,1,1,,1
765,0,Woman,59,Jewish,Religious,0.778403312,Jerusalem,Married,Full,Israel,,,11,Decline,AcademicHigh,1,Other,חשאי,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,בחירות חשאיות,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,חשאי,1,3,4,2,7,5,6,4,Other,2,,3,3
766,0,Woman,60,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Full,Israel,,,2,WellBelowAvg,HighSchool,1,Float,"",,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"",2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"",1,2,3,4,5,6,7,3,Lapid,1,3,,3
767,0,Woman,35,Jewish,Secular,0.871188986,Sharon,Married,Independent,Israel,,,4,SlightBelowAvg,HighSchool,2,Float,"",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,לא יודעת,3,4,2,1,5,7,6,4,Other,1,3,,3
768,0,Man,62,Jewish,TradRelig,1.369131627,Jerusalem,Married,Full,Abroad,Before1990,,6,SlightBelowAvg,AcademicFirst,1,Kahlon,"",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"",3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"",2,1,5,4,3,6,7,4,Kahlon,2,,5,5
769,0,Man,41,Jewish,UltraOrth,1.633642713,Jerusalem,Married,Unemployed,Abroad,Before1990,,5,WellBelowAvg,HighSchool,4,No,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,כנראה לא לאף אחד,2,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,"",,3,2,,,1,,2,Gimel,1,2,,2
770,0,Man,48,Jewish,TradRelig,1.369131627,Haifa,Married,Full,Israel,,,5,Decline,AcademicFirst,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"",2,1,3,,,,,4,Avoda,1,2,,2
771,0,Woman,68,Jewish,Traditional,1.062425593,South,Married,Retiree,Israel,,,2,SlightAboveAvg,AcademicFirst,1,Avoda,"",1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",3,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,"",4,5,1,2,3,6,7,4,Avoda,2,,3,3
772,0,Man,30,Jewish,Religious,0.778403312,TelAviv,Married,Full,Abroad,Other,,4,LikeAvg,AcademicFirst,1,NYamin,"",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"",5,4,3,6,7,1,2,3,Bait,1,4,,4
773,0,Woman,64,Jewish,Secular,0.871188986,Sharon,Married,Partial,Abroad,Before1990,,2,SlightAboveAvg,Matriculation,1,Float,"",,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"",2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,הליכוד בראשות גדעון סער,2,1,4,3,5,7,6,3,Lapid,1,1,,1
774,0,Man,43,Jewish,Traditional,1.062425593,South,Married,Independent,Israel,,,5,LikeAvg,AcademicFirst,1,Lavan,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,לא יודע,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"",5,4,3,2,1,6,7,5,Avoda,2,,2,2
775,0,Man,31,Jewish,Secular,0.871188986,TelAviv,Single,Student,Israel,,,3,LikeAvg,AcademicFirst,2,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",1,2,3,5,6,4,7,2,Likud,2,,5,5
776,0,Man,35,Jewish,Religious,0.778403312,South,Married,Full,Israel,,,5,LikeAvg,AcademicFirst,1,UYamin,"",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"",2,3,4,6,7,1,5,3,Bait,1,5,,5
777,0,Woman,70,Jewish,Secular,0.871188986,Sharon,Married,Retiree,Israel,,,2,WellAboveAvg,Tertiary,1,Lavan,"",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",4,3,1,2,5,6,7,4,Lapid,2,,2,2
778,0,Man,64,Jewish,Secular,0.871188986,Sharon,Married,Independent,Israel,,,2,SlightAboveAvg,AcademicHigh,1,Lavan,"",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,"",4,5,3,1,6,2,7,4,Lapid,1,2,,2
779,0,Man,50,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,5,Decline,Tertiary,1,Other,צומת,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,צומת,1,2,4,5,6,3,7,2,Likud,1,5,,5
780,0,Woman,52,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Full,Israel,,,4,SlightBelowAvg,Tertiary,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,"",1,2,3,4,5,7,6,4,Lapid,1,2,,2
781,0,Man,41,Jewish,Secular,0.871188986,TelAviv,Married,Independent,Israel,,,4,SlightAboveAvg,AcademicFirst,1,Lavan,"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",1,3,5,4,2,6,7,5,Avoda,2,,3,3
782,0,Woman,40,Jewish,Secular,0.871188986,TelAviv,Single,Full,Abroad,SovietUnion,1990,2,LikeAvg,AcademicHigh,1,Lavan,"",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",3,4,1,2,5,6,7,2,Meretz,2,,3,3
783,0,Man,41,Jewish,Traditional,1.062425593,Jerusalem,Married,Full,Israel,,,5,SlightAboveAvg,Tertiary,2,Kahlon,"",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,"",3,1,2,4,5,6,7,3,Kahlon,2,,4,4
784,0,Woman,58,Jewish,Secular,0.871188986,Sharon,Married,Retiree,Israel,,,4,LikeAvg,Tertiary,1,Lavan,"",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",1,2,3,5,4,6,7,4,Lapid,2,,2,2
785,0,Man,51,Jewish,Secular,0.871188986,South,Married,Retiree,Israel,,,2,LikeAvg,AcademicFirst,1,Float,"",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,מגן- גל הירש,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,מגן,2,3,4,1,5,6,7,4,Liberman,1,4,,4
786,0,Woman,62,Jewish,Secular,0.871188986,Jerusalem,Divorced,Full,Abroad,Before1990,,1,,Tertiary,6,,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,לא אצביע,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,לא יודעת כולם לא טובים,1,2,6,3,5,4,7,4,Avoda,1,1,,1
787,0,Woman,67,Jewish,Traditional,1.062425593,TelAviv,Married,Retiree,Israel,,,4,WellAboveAvg,Tertiary,1,Likud,"",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"",1,2,3,6,7,4,5,1,Likud,2,,5,5
788,0,Man,60,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,3,SlightAboveAvg,AcademicFirst,1,Avoda,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",5,4,3,1,2,6,7,5,Avoda,2,,2,2
789,0,Man,62,Jewish,Secular,0.871188986,Haifa,Married,Partial,Israel,,,5,LikeAvg,AcademicFirst,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",1,2,3,5,4,6,7,4,Lapid,1,1,,1
790,0,Man,59,Jewish,Secular,0.871188986,Sharon,Married,Full,Abroad,Before1990,,3,WellAboveAvg,Tertiary,1,Float,"",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"",5,1,4,2,3,7,6,3,Kahlon,2,,2,2
791,0,Man,31,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,4,SlightAboveAvg,AcademicFirst,1,Lavan,"",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"",2,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,"",1,2,3,5,6,4,7,5,Likud,2,,5,5
792,0,Woman,63,Jewish,Traditional,1.062425593,South,Married,Retiree,Israel,,,2,LikeAvg,Tertiary,1,Lavan,"",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,אין,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",1,2,4,5,6,3,7,2,Lapid,2,,1,1
793,0,Man,25,Jewish,Secular,0.871188986,Jerusalem,Married,Student,Israel,,,2,WellBelowAvg,AcademicHigh,1,Lavan,"",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,"",3,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,"",3,1,2,6,4,5,7,4,Kahlon,1,2,,2
794,0,Man,40,Jewish,Secular,0.871188986,Haifa,Decline,Decline,Israel,,,2,Decline,Decline,1,Float,"",,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,"",7,6,5,4,3,2,1,3,Other,1,4,,4
795,0,Woman,32,Jewish,UltraOrth,1.633642713,South,Married,Full,Israel,,,6,WellAboveAvg,AcademicFirst,1,Shas,"",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,"",4,5,3,6,7,2,1,1,Shas,2,,5,5
796,0,Man,58,Jewish,Traditional,1.062425593,Haifa,Divorced,Full,Israel,,,1,,Tertiary,1,Lavan,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"",1,2,4,3,,,,4,Likud,1,1,,1
797,0,Woman,68,Jewish,Traditional,1.062425593,Haifa,Married,Retiree,Abroad,Other,,2,SlightBelowAvg,Tertiary,1,Lavan,"",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"",3,5,4,1,2,7,6,4,Lapid,1,2,,2
798,0,Man,37,Jewish,TradRelig,1.369131627,South,Single,Full,Israel,,,4,Decline,Tertiary,1,Lavan,"",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"",2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,הליכוד ללא נתניהו,4,3,1,2,5,6,7,5,Yachad,1,5,,5
799,0,Man,36,Jewish,Secular,0.871188986,TelAviv,Single,Full,Abroad,SovietUnion,1990,1,,Tertiary,1,Meretz,"",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",5,3,2,6,4,1,7,4,Meretz,2,,1,1
800,0,Man,56,Jewish,Traditional,1.062425593,Haifa,Married,Full,Israel,,,4,WellAboveAvg,Tertiary,1,Likud,"",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,"",3,1,2,,6,5,4,4,Kahlon,2,,2,2
801,0,Man,57,Jewish,Secular,0.871188986,Haifa,Married,Retiree,Israel,,,3,LikeAvg,AcademicFirst,1,Float,"",,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"",2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,"",1,2,5,3,4,6,7,4,Likud,2,,3,3
802,0,Man,38,Jewish,TradRelig,1.369131627,Haifa,Single,Full,Israel,,,2,WellBelowAvg,Tertiary,1,Float,"",,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"",4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,"",3,2,4,5,6,1,7,2,Gimel,1,4,,4
803,0,Man,52,Jewish,Secular,0.871188986,Jerusalem,Divorced,Partial,Israel,,,3,WellBelowAvg,AcademicFirst,1,Meretz,"",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"",1,4,2,6,3,5,7,4,Meretz,2,,1,1
804,0,Woman,23,Jewish,Religious,0.778403312,TelAviv,Married,Partial,Israel,,,2,SlightBelowAvg,AcademicFirst,3,Zehut,"",3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"",2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,"",1,6,5,3,4,2,7,4,No,2,,5,5
805,0,Man,59,Jewish,Secular,0.871188986,Haifa,Married,Independent,Israel,,,3,WellAboveAvg,AcademicFirst,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",2,3,4,1,5,6,7,4,Avoda,2,,3,3
806,0,Man,56,Jewish,Secular,0.871188986,Haifa,Divorced,Unemployed,Israel,,,5,WellBelowAvg,Matriculation,1,Lavan,"",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"",2,5,1,3,6,4,7,1,Avoda,1,1,,1
807,0,Man,34,Jewish,Secular,0.871188986,Jerusalem,Married,Full,Israel,,,3,SlightAboveAvg,AcademicFirst,1,Lavan,"",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"",5,4,2,1,3,7,6,5,Avoda,1,1,,1
808,0,Man,33,Jewish,Secular,0.871188986,Haifa,Married,Full,Israel,,,3,WellBelowAvg,AcademicHigh,1,Avoda,"",3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"",2,1,3,5,4,6,7,4,Avoda,2,,1,1
809,1,Woman,31,Muslim,,1.045,Haifa,Married,Partial,Israel,,,4,SlightBelowAvg,AcademicHigh,6,,"",,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"",2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,"",3,4,5,1,6,,2,4,No,2,,1,1
810,1,Man,35,Muslim,,1.045,North,Married,Full,Israel,,,3,WellAboveAvg,AcademicHigh,2,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,"",4,1,2,5,3,6,7,4,Other,1,1,,1
811,1,Woman,22,Muslim,,1.045,South,Single,Full,Israel,,,7,SlightBelowAvg,Matriculation,4,Float,"",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"",1,2,3,6,4,7,5,4,No,1,1,,1
812,1,Man,22,Muslim,,1.045,North,Single,Independent,Israel,,,9,WellBelowAvg,AcademicFirst,3,Balad,"",2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"",3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"",1,2,3,4,5,6,7,5,Joint,1,1,,1
813,1,Man,18,Muslim,,1.045,Center,Single,Student,Israel,,,5,WellBelowAvg,HighSchool,4,No,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,"",4,3,2,1,6,5,7,3,Couldnt,1,1,,1
814,1,Man,22,Muslim,,1.045,South,Married,Student,Israel,,,12,WellBelowAvg,AcademicFirst,1,Likud,"",1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"",3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,"",2,1,4,3,5,6,7,1,Likud,1,1,,1
815,1,Woman,31,Muslim,,1.045,Haifa,Married,Full,Israel,,,3,WellAboveAvg,AcademicHigh,1,Meretz,"",2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"",2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,"",3,4,5,2,1,6,7,4,Joint,2,,1,1
816,1,Woman,26,Muslim,,1.045,Haifa,Single,Student,Israel,,,7,SlightAboveAvg,AcademicFirst,1,Float,"",,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,"",1,6,2,7,5,3,4,3,No,1,2,,2
817,1,Woman,33,Christian,,1.045,Haifa,Married,Partial,Israel,,,4,LikeAvg,AcademicFirst,5,Float,"",,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"",1,2,6,7,5,3,4,4,No,2,,5,5
818,1,Woman,67,Muslim,,1.045,Haifa,Married,Retiree,Israel,,,2,WellBelowAvg,Matriculation,3,Balad,"",1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"",1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,"",6,4,5,3,7,1,2,1,Joint,1,2,,2
819,1,Woman,47,Muslim,,1.045,Center,Widowed,Full,Israel,,,3,SlightBelowAvg,AcademicFirst,3,Float,"",,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,4,,,1,,,,,5,No,2,,3,3
820,1,Man,21,Muslim,,1.045,North,Single,Decline,Israel,,,7,Decline,Decline,4,Float,"",,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"",4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,מאזן,,,,,,,1,5,No,2,,3,3
821,1,Man,42,Druse,,1.045,North,Married,Independent,Israel,,,5,LikeAvg,AcademicFirst,1,Avoda,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",1,2,3,4,,,,4,Avoda,2,,2,2
822,1,Man,22,Muslim,,1.045,Haifa,Single,Unemployed,Israel,,,7,WellBelowAvg,Matriculation,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"",2,1,3,,,,,1,No,2,,5,5
823,1,Woman,26,Muslim,,1.045,North,Married,Full,Israel,,,3,LikeAvg,AcademicHigh,6,,"",,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"",4,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,"",,,,,,,1,1,Joint,1,5,,5
824,1,Man,37,Muslim,,1.045,Center,Married,Full,Israel,,,4,WellBelowAvg,Tertiary,1,Lavan,"",1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,"",3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"",2,3,1,4,,,,3,Joint,2,,2,2
825,1,Man,18,Muslim,,1.045,North,Single,Partial,Israel,,,2,WellBelowAvg,Matriculation,2,Meretz,"",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,G,1,2,3,4,7,6,5,1,Meretz,2,,4,4
826,1,Man,18,Muslim,,1.045,North,Single,Student,Israel,,,3,SlightBelowAvg,Matriculation,6,,"",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",,,,,,,1,5,Lapid,1,2,,2
827,1,Woman,58,Muslim,,1.045,Center,Divorced,Partial,Israel,,,2,WellBelowAvg,Elementary,1,Meretz,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,האיחוד הערבי,6,1,2,4,3,5,7,4,Meretz,2,,1,1
828,1,Man,33,Muslim,,1.045,North,Married,Full,Israel,,,2,WellBelowAvg,Matriculation,4,Float,"",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,"",,,,1,,,,3,Other,1,1,,1
829,1,Woman,49,Muslim,,1.045,Center,Married,Full,Israel,,,5,WellBelowAvg,Tertiary,3,Meretz,"",2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"",3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,"",4,1,2,,3,,,4,Joint,2,,2,2
830,1,Man,38,Muslim,,1.045,North,Married,Full,Israel,,,4,LikeAvg,AcademicFirst,3,Float,"",,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"",2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"",1,2,4,5,3,6,7,1,No,1,1,,1
831,1,Man,21,Muslim,,1.045,Haifa,Single,Unemployed,Israel,,,5,SlightBelowAvg,Matriculation,3,Meretz,"",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,אף אחד,5,3,2,4,1,6,7,4,Couldnt,1,1,,1
832,1,Woman,62,Muslim,,1.045,North,Married,Decline,Israel,,,3,Decline,AcademicHigh,4,No,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,לא אצביע,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,"",4,3,2,5,1,6,7,5,Joint,1,1,,1
833,1,Man,60,Muslim,,1.045,Haifa,Married,Full,Israel,,,3,SlightBelowAvg,HighSchool,1,Balad,"",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",2,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,"",1,3,2,4,5,6,7,3,Joint,2,,1,1
